,SGPIO59,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO60,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO61,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO62,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO63,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO64,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO65,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO66,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO67,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO68,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO69,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO70,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO71,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO72,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO73,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO74,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO75,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO76,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO77,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO78,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO79,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO80,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO81,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO82,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
,SGPIO83,PAD_DRIVINGSINK_LEVEL_0,PAD_PULLDOWN,GPIO_DIR_INPUT,LOW
